ï»¿faction_id|id|name|cost|detachment|detachment_id|legend|description|
NEC|000008546002|Dimensional Sanctum|20|Canoptek Court|000000816|This Cryptek has had a personal dimensional pocket reality crafted for them, from which they can emerge into battle at will.|<span class="tooltip00455" data-tooltip-content="#tooltip_content00455" data-tooltip-anchor="#tooltip_content00455"><span class="kwb kwbu">CRYPTEK</span></span> model only. Models in the bearerâs unit have the <span class="tooltip00510" data-tooltip-content="#tooltip_content00510"><span class="tt kwbu">Infiltrators</span></span> ability.|
NEC|000008554002|Dimensional Overseer|25|Hypercrypt Legion|000000818|With a mind as labyrinthine as the multi-dimensional tomb itself, this commander directs their servants in complex forays through the tombâs hyperspatial architecture, catching the witless enemy off guard.|<span class="kwb">NECRONS</span> model only. While the bearer is on the battlefield or in <a href="/wh40k10ed/the-rules/core-rules/#Strategic-Reserves">Strategic Reserves</a>, add one to the number of units from your army that you can select for the <span class="tooltip00603" data-tooltip-content="#tooltip_content00603"><span class="tt kwbu">Hyperphasing</span></span> rule.|
NEC|000009596002|Inured to Damage|0|Deranged Outcasts|000000960|Those who lead the Destroyer Cults will brook no impediment to slaughter. Thus, many of their number bid the Crypteks remove all protective systems, allowing the Destroyer to fight until the very moment their broken form is phased back to their stasis-tomb.|The bearer has the <span class="tooltip00119" data-tooltip-content="#tooltip_content00119"><span class="tt kwbu">Feel</span> <span class="tt kwbu">No</span> <span class="tt kwbu">Pain</span> <span class="tt kwbu">6+</span></span> ability. Once the bearer has <span class="tooltip00206" data-tooltip-content="#tooltip_content00206"><span class="tt kwbu">destroyed</span></span> one or more enemy units, it has the <span class="tooltip00119" data-tooltip-content="#tooltip_content00119"><span class="tt kwbu">Feel</span> <span class="tt kwbu">No</span> <span class="tt kwbu">Pain</span> <span class="tt kwbu">5+</span></span> ability instead.|
NEC|000009749002|Dread Majesty (Aura)|30|Starshatter Arsenal|000000985|When this noble unleashes the might of their cosmic armoury, their followers are left in no doubt as to the importance of the battle at hand. If they do not strive to live up to the lethal effectiveness of the dynastyâs war engines, their Overlordâs wrath will be terrible.|<span class="tooltip00604" data-tooltip-content="#tooltip_content00604" data-tooltip-anchor="#tooltip_content00604"><span class="kwb kwbu">OVERLORD</span></span> or <a class="kwbOne" href="/wh40k10ed/factions/necrons/Catacomb-Command-Barge"><span class="kwb kwbo">CATACOMB</span> <span class="kwb kwbo">COMMAND</span> <span class="kwb kwbo">BARGE</span></a> model only. While a friendly <span class="kwb">NECRONS</span> unit (excluding <span class="tooltip00605" data-tooltip-content="#tooltip_content00605" data-tooltip-anchor="#tooltip_content00605"><span class="kwb kwbu">TITANIC</span></span> units) is within 6" of the bearer, each time a model in that unit makes an attack, re-roll a <span class="tooltip00031" data-tooltip-content="#tooltip_content00031"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span> of 1 and re-roll a <span class="tooltip00006" data-tooltip-content="#tooltip_content00006"><span class="tt kwbu">Wound</span> <span class="tt kwbu">roll</span></span> of 1.|
NEC|000008550002|Honourable Combatant|10|Obeisance Phalanx|000000817|A strict adherent to the ancient codes, this noble reserves their greatest displays of power to execute the enemy's leaders. Such champions are brought low in ostentatious manner, the inspiration or strategy they once provided severed at a stroke.|<span class="tooltip00604" data-tooltip-content="#tooltip_content00604" data-tooltip-anchor="#tooltip_content00604"><span class="kwb kwbu">OVERLORD</span></span> model only. Each time the bearerâs unit destroys an enemy <span class="kwb">CHARACTER</span> unit, your opponent loses 1CP if they have any.|
NEC|000008372003|Nether-realm Casket|20|Awakened Dynasty|000000756|Clouds of hyper-dense particles billow from this small artefact, to obscure and shield the bearer from the foe.|<span class="kwb">NECRONS</span> model only. While the bearer is leading a unit, models in that unit have the <span class="tooltip00496" data-tooltip-content="#tooltip_content00496"><span class="tt kwbu">Stealth</span></span> ability.|
NEC|000008554003|Arisen Tyrant|25|Hypercrypt Legion|000000818|This ancient being will suffer no threats to their rule, stepping imperiously from twisting nightmare dimensions to annihilate any who dare to oppose them.|<span class="kwb">NECRONS</span> model only. Each time a model in the bearerâs unit makes an attack, re-roll a <span class="tooltip00031" data-tooltip-content="#tooltip_content00031"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span> of 1. If the bearerâs unit was set up on the battlefield this turn, you can re-roll the Hit roll instead.|
NEC|000008546003|Hyperphasic Fulcrum|15|Canoptek Court|000000816|With this small orb, its surface shimmering in fractal hues and shifting in multidimensional facets, a Cryptek can bypass the ancient security protocols placed upon the areas dormant machineries. Esoteric data and unusual strands of energy can be accessed, the orb acting as a skeleton key to greater power.|<span class="tooltip00455" data-tooltip-content="#tooltip_content00455" data-tooltip-anchor="#tooltip_content00455"><span class="kwb kwbu">CRYPTEK</span></span> model only. While the bearer is leading a unit, if that unit is wholly within your armyâs <span class="tooltip00606" data-tooltip-content="#tooltip_content00606"><span class="tt kwbu">Power</span> <span class="tt kwbu">Matrix</span></span>, each time a model in that unit makes an attack, re-roll a <span class="tooltip00006" data-tooltip-content="#tooltip_content00006"><span class="tt kwbu">Wound</span> <span class="tt kwbu">roll</span></span> of 1.|
NEC|000009604003|Impromptu Translocation|0|Canoptek Harvesters|000000961|Many Necrons make use of dimensional translocation technology to traverse the battlefield. This miniaturised translocator allows a Cryptek to make a single dimensional leap, taking them out of harmâs way.|Once per battle, after the bearer has shot, it can make a <span class="tooltip00221" data-tooltip-content="#tooltip_content00221"><span class="tt kwbu">Normal</span> <span class="tt kwbu">move</span></span> of up to 6".|
NEC|000009596003|Domineering Presence|0|Deranged Outcasts|000000960|This monstrous Lord has long transcended their limiting Necron form and been wrought anew as a monstrously intimidating killing machine.|In your opponentâs <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, at the start of the <span class="tooltip00036" data-tooltip-content="#tooltip_content00036"><span class="tt kwbu">Battle-shock</span></span> step, select one enemy unit within 3" of the bearer; that enemy unit must take a Battle-shock test. When doing so, if that enemy unit is <span class="tooltip00233" data-tooltip-content="#tooltip_content00233"><span class="tt kwbu">Below</span> <span class="tt kwbu">Half-strength</span></span>, subtract 1 from that test. This Enhancement cannot cause a unit to take two Battle-shock tests in the same phase.|
NEC|000008543003|Ingrained Superiority|10|Annihilation Legion|000000815|An immortal destroyer, this war leaders every victim is etched irrevocably into their cognitive engrams. Every weakness they ever overcame is recalled, frailties they can exploit on each new battlefield.|<span class="kwb">NECRONS</span> model only. Each time a model in the bearerâs unit makes an attack, on a <span class="tooltip00006" data-tooltip-content="#tooltip_content00006"><span class="tt kwbu">Critical</span> <span class="tt kwbu">Wound</span></span>, improve the Armour Penetration characteristic of that attack by 1.|
NEC|000009588003|Mindshackle Scarabs|0|Tomb Ship Complement|000000959|Mindshackle scarabs burrow into the brains of a living host and wrest control of their faculties.|<span class="tooltip00455" data-tooltip-content="#tooltip_content00455" data-tooltip-anchor="#tooltip_content00455"><span class="kwb kwbu">CRYPTEK</span></span> model only. In your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, select one enemy unit within 12" of and <a href="/wh40k10ed/the-rules/boarding-action-rules/#Visibility">visible</a> to the bearer. That enemy unit must take a <span class="tooltip00509" data-tooltip-content="#tooltip_content00509"><span class="tt kwbu">Leadership</span> <span class="tt kwbu">test</span></span>, subtracting 1 from the result: if failed, until the start of your next Command phase, subtract 2" from the Move characteristic of models in that enemy unit and subtract 2 from <span class="tooltip00230" data-tooltip-content="#tooltip_content00230"><span class="tt kwbu">Advance</span></span> and <span class="tooltip00033" data-tooltip-content="#tooltip_content00033"><span class="tt kwbu">Charge</span> <span class="tt kwbu">rolls</span></span> made for it.|
NEC|000009749003|Miniaturised Nebuloscope|15|Starshatter Arsenal|000000985|Feeding vampirically on datastreams from the dynastyâs war engines, this device enables its owner to track enemies through multiple dimensions, leaving them no hiding place.|<span class="kwb">NECRONS</span> model only. Ranged weapons equipped by models in the bearerâs unit have the <span class="kwb2 bluefont"><span class="tooltip00499" data-tooltip-content="#tooltip_content00499"><span class="tt kwbu">[IGNORES</span> <span class="tt kwbu">COVER]</span></span></span> ability.|
NEC|000008550003|Unflinching Will|20|Obeisance Phalanx|000000817|With sheer will this noble drives their warriors into battle against the most malevolent foes. Not from pretenders to nobility, nor marauding beasts, nor titanic machineries will this noble turn; they have faced greater horrors during their long existence.|<span class="tooltip00604" data-tooltip-content="#tooltip_content00604" data-tooltip-anchor="#tooltip_content00604"><span class="kwb kwbu">OVERLORD</span></span> model only. The bearerâs melee weapons have the <span class="kwb2 bluefont"><span class="tooltip00057" data-tooltip-content="#tooltip_content00057"><span class="tt kwbu">[PRECISION]</span></span></span> and <span class="kwb2 bluefont"><span class="tooltip00174" data-tooltip-content="#tooltip_content00174"><span class="tt kwbu">[ANTI-INFANTRY</span> <span class="tt kwbu">5+]</span></span></span> abilities.|
NEC|000008372004|Phasal Subjugator (Aura)|35|Awakened Dynasty|000000756|This engraved sigil-circuitry transforms the fierce will of the bearer into a surging lash across every phasal state.|<span class="kwb">NECRONS</span> model only. While a friendly <span class="kwb">NECRONS</span> unit (excluding <span class="tooltip00393" data-tooltip-content="#tooltip_content00393" data-tooltip-anchor="#tooltip_content00393"><span class="kwb kwbu">CHARACTER</span></span> units) is within 6" of the bearer, each time a model in that unit makes an attack, add 1 to the Hit roll.|
NEC|000009749004|Demanding Leader|10|Starshatter Arsenal|000000985|This Necron noble is a master of rapid warfare, commanding armoured columns with great precision.|<span class="kwb">NECRONS</span> model only. In your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, select one friendly <span class="tooltip00396" data-tooltip-content="#tooltip_content00396" data-tooltip-anchor="#tooltip_content00396"><span class="kwb kwbu">NECRONS</span> <span class="kwb kwbu">VEHICLE</span></span> or <span class="tooltip00395" data-tooltip-content="#tooltip_content00395" data-tooltip-anchor="#tooltip_content00395"><span class="kwb kwbu">NECRONS</span> <span class="kwb kwbu">MOUNTED</span></span> unit (excluding <span class="tooltip00605" data-tooltip-content="#tooltip_content00605" data-tooltip-anchor="#tooltip_content00605"><span class="kwb kwbu">TITANIC</span></span> units) within 6" of the bearer. Until the start of your next <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, that unit is eligible to shoot in a turn in which it <span class="tooltip00025" data-tooltip-content="#tooltip_content00025"><span class="tt kwbu">Fell</span> <span class="tt kwbu">Back</span></span>.|
